WARNING: 1 open meshes merged
     Merged: Main_Wing
...Mass Properties...
45 Num Comps
38 Total Num Meshes
70608 Total Num Tris

1.135891057322639e+03             Total Mass
2.659475224265967e+01 -1.594777251920169e-05 -4.384094526893802e-02       Center of Gravity
2.117280115161348e+04 8.631919491773444e+04 1.057309812222076e+05       Ixx, Iyy, Izz
-4.115939108620534e-01 2.468335188106527e+02 3.308481041248168e-01       Ixy, Ixz, Iyz
1.023495560824521e+03             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
3.654662250000000e+01	4.967324640842028e+02	2.141284813233662e+01	-1.868132975968523e-05	-1.164369348624096e-02	7.884859024433877e+03	2.365880402153487e+04	3.067365223447341e+04	-3.401432500022850e-01	-1.115152878893923e+02	3.245045294964288e-01	8.487378752644476e+02
3.679608750000000e+01	4.968453195631524e+02	2.141634234427397e+01	-1.870384480812427e-05	-1.159515642667560e-02	7.886372799324183e+03	2.368556233493286e+04	3.070181164584620e+04	-3.403517753612920e-01	-1.111444058320444e+02	3.245370479630520e-01	8.530262103924189e+02
3.704555250000000e+01	4.970222732106437e+02	2.142190677446861e+01	-1.869718572313120e-05	-1.146336925050470e-02	7.888747475767924e+03	2.372889373049559e+04	3.074727845382099e+04	-3.403514979131841e-01	-1.101210478125943e+02	3.246004688235208e-01	8.573739128443857e+02
3.729501750000000e+01	4.972714312068417e+02	2.142986000124499e+01	-1.868781749275064e-05	-1.121522664905661e-02	7.892166577685900e+03	2.379186020462270e+04	3.081322816056093e+04	-3.403281862260293e-01	-1.081633928261703e+02	3.247139987034012e-01	8.617902939144095e+02
3.754448250000000e+01	4.975971588700156e+02	2.144040865136463e+01	-3.193790636377147e-05	-1.082046655889172e-02	7.896798934703684e+03	2.387675212765130e+04	3.090203691007002e+04	-4.465743170393121e-01	-1.050000635222777e+02	3.186351802548166e-01	8.662794143750469e+02
3.779394750000000e+01	4.980099731822393e+02	2.145396455437012e+01	-3.193096022828882e-05	-1.023432413192766e-02	7.902882698544443e+03	2.398762282254274e+04	3.101788231264002e+04	-4.466323559151237e-01	-1.002303667659390e+02	3.188493972613138e-01	8.708419599455494e+02
3.804341250000000e+01	4.985123646662340e+02	2.147068309128673e+01	-3.189878080079691e-05	-9.424381597936413e-03	7.910600729040019e+03	2.412656367265410e+04	3.116291994506344e+04	-4.465064800489195e-01	-9.353888115720356e+01	3.191358265562326e-01	8.754740922693649e+02
3.829287750000000e+01	4.991071187214852e+02	2.149072902525063e+01	-3.193129414064937e-05	-8.355092668428900e-03	7.920151969653096e+03	2.429581451646618e+04	3.133944905162368e+04	-4.469549393571623e-01	-8.457178792368875e+01	3.194758049236209e-01	8.801767418011912e+02
3.854234250000000e+01	4.997967648853912e+02	2.151425774861875e+01	-3.188068459105495e-05	-6.991558628585107e-03	7.931746899131535e+03	2.449760707535393e+04	3.154975554863973e+04	-4.467345147044061e-01	-7.296736130480596e+01	3.198987506769018e-01	8.849524745984768e+02
3.879180750000000e+01	5.005828676181190e+02	2.154138997777199e+01	-3.184076874827695e-05	-5.299362682554701e-03	7.945596393082333e+03	2.473394184535376e+04	3.179587855107372e+04	-4.466401472184495e-01	-5.835485043958099e+01	3.203715965098430e-01	8.898026505408055e+02
3.904127250000000e+01	5.014650547898429e+02	2.157217611475267e+01	-3.165285476599647e-05	-3.246668357092623e-03	7.961901360551682e+03	2.500625784122482e+04	3.207927222281522e+04	-4.452733930638710e-01	-4.037301140566330e+01	3.209692802369412e-01	8.947269352522798e+02
3.929073750000000e+01	5.024434477332967e+02	2.160667893393697e+01	-3.160231914254842e-05	-8.039275332212341e-04	7.980874362792823e+03	2.531613228672533e+04	3.240152776341369e+04	-4.451675363090076e-01	-1.866873943832552e+01	3.215879838813996e-01	8.997212492269138e+02
3.954020250000000e+01	5.035186772937452e+02	2.164497474207833e+01	-3.155676577744811e-05	2.057748594106948e-03	8.002732372361088e+03	2.566529709914692e+04	3.276438383549563e+04	-4.451196419888064e-01	7.116552506996926e+00	3.222805390725923e-01	9.047761123459808e+02
3.978966750000000e+01	5.046884400533647e+02	2.168703036330617e+01	-3.148930506730671e-05	5.363181466574362e-03	8.027663689822845e+03	2.605451977769714e+04	3.316857924171778e+04	-4.448927461287804e-01	3.731554917868466e+01	3.230511038470617e-01	9.098828500165204e+02
4.003913250000000e+01	5.059487908210650e+02	2.173274662241485e+01	-3.182992064908734e-05	9.131703176095511e-03	8.055836416632650e+03	2.648394982432260e+04	3.361421116322475e+04	-4.484914760844326e-01	7.221987323264845e+01	3.239707691986090e-01	9.150463382698653e+02
4.028859750000000e+01	5.072962748310026e+02	2.178203480683266e+01	-3.167643665125519e-05	1.337810903478825e-02	8.087414981766357e+03	2.695380264141115e+04	3.410143739224434e+04	-4.475198407103075e-01	1.120863610521544e+02	3.248759334810906e-01	9.202338979734526e+02
4.053806250000000e+01	5.087248052583120e+02	2.183470288194557e+01	-3.158475112406327e-05	1.811277842929418e-02	8.122523207475848e+03	2.746327986848293e+04	3.462936446931728e+04	-4.471520190658677e-01	1.571359986405326e+02	3.258318706824299e-01	9.254499254280279e+02
4.078752750000000e+01	5.102255176513534e+02	2.189044830784740e+01	-3.149189606576570e-05	2.333860637466226e-02	8.161238707861559e+03	2.801044448701900e+04	3.519592363974755e+04	-4.467693055669521e-01	2.075221398397310e+02	3.268238461195129e-01	9.306859488130066e+02
4.103699250000000e+01	5.117898657622242e+02	2.194897205409645e+01	-3.139558545144599e-05	2.905271631685598e-02	8.203607594126894e+03	2.859327579178786e+04	3.579894522648446e+04	-4.463501467697357e-01	2.633434979971050e+02	3.278597174222732e-01	9.359250180781157e+02
4.128645750000000e+01	5.134106394068119e+02	2.201001809474635e+01	-3.129647348615021e-05	3.524822559074144e-02	8.249639072453463e+03	2.921005886426561e+04	3.643654791102819e+04	-4.458869038108638e-01	3.246586867529051e+02	3.289475577501335e-01	9.411488759407447e+02
4.153592250000000e+01	5.150745183154733e+02	2.207309390097861e+01	-3.116523444771137e-05	4.190626560035238e-02	8.299252339884853e+03	2.985659921566731e+04	3.710430954796728e+04	-4.450663257855909e-01	3.914041511606854e+02	3.300733743228020e-01	9.463419301002780e+02
4.178538750000000e+01	5.167663507217025e+02	2.213762963761346e+01	-3.106320312633504e-05	4.899943913713776e-02	8.352239863887215e+03	3.052771316682784e+04	3.779672839695870e+04	-4.445493846553626e-01	4.634231790334700e+02	3.311855530174991e-01	9.514832245729804e+02
4.203485250000000e+01	5.184669751409157e+02	2.220289455263551e+01	-3.108806406897986e-05	5.649611306371169e-02	8.407953075878886e+03	3.121632203057335e+04	3.850601265176349e+04	-4.452079896099435e-01	5.405055059402808e+02	3.322985108936877e-01	9.565464607929413e+02
4.228431750000000e+01	5.201578444299828e+02	2.226817293246976e+01	-3.098816608470366e-05	6.435391475022383e-02	8.465862902645060e+03	3.191519610225012e+04	3.922439108490776e+04	-4.445690872304723e-01	6.223173668911942e+02	3.334388830021420e-01	9.615050065214502e+02
4.253378250000000e+01	5.218200179839664e+02	2.233272576508943e+01	-3.089282361477983e-05	7.251915876386839e-02	8.525435998841454e+03	3.261655048859856e+04	3.994359648285880e+04	-4.439122479823396e-01	7.083897081113425e+02	3.345353755637729e-01	9.663460894578809e+02
4.278324750000000e+01	5.234317521724482e+02	2.239569635278428e+01	-3.079770478307473e-05	8.089483507613186e-02	8.585897869597453e+03	3.331088200203218e+04	4.065374883069751e+04	-4.432187375416055e-01	7.977705918842649e+02	3.355527338798843e-01	9.710511516673564e+02
4.303271250000000e+01	5.249607188821465e+02	2.245580239413493e+01	-3.070816700117669e-05	8.920233652978669e-02	8.645375940445323e+03	3.398298824991833e+04	4.133969957493617e+04	-4.425687708540764e-01	8.875087207944903e+02	3.364139482401394e-01	9.755863660193430e+02
4.328217750000000e+01	5.263824564146967e+02	2.251205358334944e+01	-3.062522549528539e-05	9.725097815878045e-02	8.702512539793886e+03	3.462068053612228e+04	4.198917250295284e+04	-4.419377527572169e-01	9.755046805458566e+02	3.370983821361148e-01	9.799255094303478e+02
4.353164250000000e+01	5.276781517337938e+02	2.256366645168437e+01	-3.049675167931905e-05	1.048775783006273e-01	8.756144215490305e+03	3.521375691289952e+04	4.259188634080210e+04	-4.407987685891778e-01	1.059887935627408e+03	3.376497775396929e-01	9.840176784538113e+02
4.378110750000000e+01	5.288281599791966e+02	2.260980664238993e+01	-3.044315022636181e-05	1.119342254111231e-01	8.805195230000383e+03	3.575116922898253e+04	4.313672417108647e+04	-4.403991504319124e-01	1.138893955335585e+03	3.380807964955712e-01	9.878535064341693e+02
4.403057250000000e+01	5.298144597605544e+02	2.264968342621992e+01	-3.412936486648569e-05	1.182829376873142e-01	8.848691807801510e+03	3.622205504977470e+04	4.361280127674014e+04	-4.823055616386379e-01	1.210811500371557e+03	3.335438213270233e-01	9.914226047240162e+02
4.428003750000000e+01	5.306237659606284e+02	2.268267399465029e+01	-3.414649046749689e-05	1.238060268015435e-01	8.885816991746640e+03	3.661719999986347e+04	4.401095123082285e+04	-4.825870933766657e-01	1.274106468896247e+03	3.337698540024296e-01	9.947030716222744e+02
4.452950250000000e+01	5.312447342480411e+02	2.270821060105368e+01	-3.410657755578903e-05	1.283923906366564e-01	8.915875914712728e+03	3.692780496662888e+04	4.432248477168041e+04	-4.821512915947649e-01	1.327273613157784e+03	3.339336013097853e-01	9.976670791187665e+02
4.477896750000000e+01	5.316854798962258e+02	2.272650636127879e+01	-3.407654052752724e-05	1.319813874070451e-01	8.938507635825572e+03	3.715410678848810e+04	4.454786070295157e+04	-4.817766226721359e-01	1.369354476624749e+03	3.340401992657036e-01	1.000319481690502e+03
4.502843250000000e+01	5.319654998548411e+02	2.273824581512704e+01	-3.405860306453089e-05	1.345812992945959e-01	8.953763643705532e+03	3.730213407908453e+04	4.469350041901858e+04	-4.815419775587067e-01	1.400183197661108e+03	3.340915447799355e-01	1.002683688381006e+03
4.527789750000000e+01	5.321200332576939e+02	2.274479157333249e+01	-3.404294342740083e-05	1.362597832336471e-01	8.963142564597409e+03	3.738651608545702e+04	4.477547277340019e+04	-4.813420074936388e-01	1.420308740978114e+03	3.341141537900790e-01	1.004796565171309e+03
4.552736250000000e+01	5.321905393385437e+02	2.274780987160911e+01	-3.403843332369779e-05	1.371543769066365e-01	8.968117797685021e+03	3.742637129130783e+04	4.481377666557659e+04	-4.812827060494401e-01	1.431153950140355e+03	3.341270125673409e-01	1.006723924516408e+03
4.577682750000000e+01	5.322143060613436e+02	2.274883826237594e+01	-3.403691329313781e-05	1.374747670443432e-01	8.969955959885454e+03	3.744020210194438e+04	4.482699218860100e+04	-4.812624195825746e-01	1.435080593505856e+03	3.341326275660571e-01	1.008515532792690e+03
4.602629250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.010199657744218e+03
4.627575750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.011796895690136e+03
4.652522250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.013309610415135e+03
4.677468750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.014759720851614e+03
4.702415250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.016132418031983e+03
4.727361750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.017405633493927e+03
4.752308250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.018558921755419e+03
4.777254750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.019584559998649e+03
4.802201250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.020493578727812e+03
4.827147750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.021327747868018e+03
4.852094250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.022085305945165e+03
4.877040750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.022702403987727e+03
4.901987250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.023143468697408e+03
4.926933750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.023397325905651e+03
4.951880250000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.023484388143921e+03
4.976826750000000e+01	5.322161739339350e+02	2.274891995722270e+01	-3.403679383675812e-05	1.375013009833586e-01	8.970113466074316e+03	3.744132099676020e+04	4.482805501701042e+04	-4.812609019171315e-01	1.435409311597260e+03	3.341331066187023e-01	1.023495560824601e+03
